place_id,distance_epicerie,cote_epicerie,distance_pharmacie,cote_pharmacie,distance_sante,cote_sante,distance_banque,cote_banque,distance_poste,cote_poste,distance_ecole,cote_ecole,distance_bibliotheque,cote_bibliotheque,distance_communautaire,cote_communautaire,cote_totale,distance_transport,acces_transport
2927,2529.610208551566,2,,1,,1,,1,,1,409.07140640605985,4,2923.6967294254246,2,2209.507231994803,2,14,991.3149674096742,False
2928,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
2929,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
2930,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
2931,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
2932,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
2933,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
2934,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
2935,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
2936,2674.667759484736,2,2920.8700869587556,2,,1,,1,,1,264.0138554728894,4,2778.639178492254,2,2064.4496810616324,2,15,1136.3725183428446,False
2937,2674.667759484736,2,2920.8700869587556,2,,1,,1,,1,264.0138554728894,4,2778.639178492254,2,2064.4496810616324,2,15,1136.3725183428446,False
2938,2674.667759484736,2,2920.8700869587556,2,,1,,1,,1,264.0138554728894,4,2778.639178492254,2,2064.4496810616324,2,15,1136.3725183428446,False
2939,2674.667759484736,2,2920.8700869587556,2,,1,,1,,1,264.0138554728894,4,2778.639178492254,2,2064.4496810616324,2,15,1136.3725183428446,False
2940,2674.667759484736,2,2920.8700869587556,2,,1,,1,,1,264.0138554728894,4,2778.639178492254,2,2064.4496810616324,2,15,1136.3725183428446,False
2941,2674.667759484736,2,2920.8700869587556,2,,1,,1,,1,264.0138554728894,4,2778.639178492254,2,2064.4496810616324,2,15,1136.3725183428446,False
2942,2674.667759484736,2,2920.8700869587556,2,,1,,1,,1,264.0138554728894,4,2778.639178492254,2,2064.4496810616324,2,15,1136.3725183428446,False
2943,2674.667759484736,2,2920.8700869587556,2,,1,,1,,1,264.0138554728894,4,2778.639178492254,2,2064.4496810616324,2,15,1136.3725183428446,False
2944,2668.9052660238253,2,,1,,1,,1,,1,43.45910715774524,4,2858.8507798260325,2,2144.661282395411,2,14,1422.2260556934937,False
2945,2667.1040919262914,2,,1,,1,,1,,1,76.16635358370647,4,2891.558026251994,2,2177.3685288213724,2,14,1454.933302119455,False
2946,2667.1040919262914,2,,1,,1,,1,,1,76.16635358370647,4,2891.558026251994,2,2177.3685288213724,2,14,1454.933302119455,False
2947,2780.390918265773,2,,1,,1,,1,,1,189.45317992318832,4,2886.508548711795,2,2172.3190512811734,2,14,1568.2201284589369,False
2948,2780.390918265773,2,,1,,1,,1,,1,189.45317992318832,4,2886.508548711795,2,2172.3190512811734,2,14,1568.2201284589369,False
2949,2780.390918265773,2,,1,,1,,1,,1,189.45317992318832,4,2886.508548711795,2,2172.3190512811734,2,14,1568.2201284589369,False
2950,2780.390918265773,2,,1,,1,,1,,1,189.45317992318832,4,2886.508548711795,2,2172.3190512811734,2,14,1568.2201284589369,False
2951,2780.390918265773,2,,1,,1,,1,,1,189.45317992318832,4,2886.508548711795,2,2172.3190512811734,2,14,1568.2201284589369,False
2952,2686.228315492738,2,2848.327609837647,2,,1,,1,,1,191.4713783517807,4,2706.096701371145,2,1991.9072039405235,3,16,1208.9149954639533,False
2953,2686.228315492738,2,2848.327609837647,2,,1,,1,,1,191.4713783517807,4,2706.096701371145,2,1991.9072039405235,3,16,1208.9149954639533,False
2954,2686.228315492738,2,2848.327609837647,2,,1,,1,,1,191.4713783517807,4,2706.096701371145,2,1991.9072039405235,3,16,1208.9149954639533,False
2955,2815.629577468039,2,2762.013164317499,2,,1,2967.527124096175,2,,1,309.6630071266043,4,2619.7822558509974,2,1905.592758420376,3,17,1189.1210578833543,False
2956,2815.629577468039,2,2762.013164317499,2,,1,2967.527124096175,2,,1,309.6630071266043,4,2619.7822558509974,2,1905.592758420376,3,17,1189.1210578833543,False
2957,2815.629577468039,2,2762.013164317499,2,,1,2967.527124096175,2,,1,309.6630071266043,4,2619.7822558509974,2,1905.592758420376,3,17,1189.1210578833543,False
2958,2815.629577468039,2,2762.013164317499,2,,1,2967.527124096175,2,,1,309.6630071266043,4,2619.7822558509974,2,1905.592758420376,3,17,1189.1210578833543,False
2959,2815.629577468039,2,2762.013164317499,2,,1,2967.527124096175,2,,1,309.6630071266043,4,2619.7822558509974,2,1905.592758420376,3,17,1189.1210578833543,False
2960,2815.629577468039,2,2762.013164317499,2,,1,2967.527124096175,2,,1,309.6630071266043,4,2619.7822558509974,2,1905.592758420376,3,17,1189.1210578833543,False
2961,2779.311106270525,2,2908.6194528504616,2,,1,,1,,1,98.38858757399382,4,2766.38854438396,2,2052.199046953338,2,15,1301.9977862417402,False
2962,2865.88517010593,2,2812.26875695539,2,,1,,1,,1,228.7133034528803,4,2670.0378484888884,2,1955.8483510582662,3,16,1270.0707615570784,False
2963,2865.88517010593,2,2812.26875695539,2,,1,,1,,1,228.7133034528803,4,2670.0378484888884,2,1955.8483510582662,3,16,1270.0707615570784,False
2964,2865.88517010593,2,2812.26875695539,2,,1,,1,,1,228.7133034528803,4,2670.0378484888884,2,1955.8483510582662,3,16,1270.0707615570784,False
2965,2803.7026879021614,2,2750.0862747516217,2,,1,2955.6002345302977,2,,1,229.15573166315332,4,2607.85536628512,2,1893.6658688544985,3,17,1356.954022929345,False
2966,2803.7026879021614,2,2750.0862747516217,2,,1,2955.6002345302977,2,,1,229.15573166315332,4,2607.85536628512,2,1893.6658688544985,3,17,1356.954022929345,False
2967,2767.8732094356747,2,2919.41773212205,2,,1,,1,,1,608.5634763670279,4,2777.1868236555483,2,2062.997326224927,2,15,858.3434053882547,False
2968,2802.471564244229,2,2943.0986451161557,2,,1,,1,,1,590.5777268286445,4,2800.867736649654,2,2086.6782392190325,2,15,892.941760196809,False
2969,2802.471564244229,2,2943.0986451161557,2,,1,,1,,1,590.5777268286445,4,2800.867736649654,2,2086.6782392190325,2,15,892.941760196809,False
2970,2802.471564244229,2,2943.0986451161557,2,,1,,1,,1,590.5777268286445,4,2800.867736649654,2,2086.6782392190325,2,15,892.941760196809,False
2971,2802.471564244229,2,2943.0986451161557,2,,1,,1,,1,590.5777268286445,4,2800.867736649654,2,2086.6782392190325,2,15,892.941760196809,False
2972,2802.471564244229,2,2943.0986451161557,2,,1,,1,,1,590.5777268286445,4,2800.867736649654,2,2086.6782392190325,2,15,892.941760196809,False
2973,2802.471564244229,2,2943.0986451161557,2,,1,,1,,1,590.5777268286445,4,2800.867736649654,2,2086.6782392190325,2,15,892.941760196809,False
2974,2802.471564244229,2,2943.0986451161557,2,,1,,1,,1,590.5777268286445,4,2800.867736649654,2,2086.6782392190325,2,15,892.941760196809,False
2975,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
2976,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
2977,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
2978,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
2979,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
2980,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
2981,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
2982,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
2983,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
2984,2775.7449162574085,2,2722.1285031068687,2,,1,2927.642462885545,2,,1,317.6704850825586,4,2579.897594640367,2,1865.7080972097456,3,17,1149.236396672724,False
2985,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
2986,2775.7449162574085,2,2722.1285031068687,2,,1,2927.642462885545,2,,1,317.6704850825586,4,2579.897594640367,2,1865.7080972097456,3,17,1149.236396672724,False
2987,2686.228315492738,2,2848.327609837647,2,,1,,1,,1,191.4713783517807,4,2706.096701371145,2,1991.9072039405235,3,16,1208.9149954639533,False
2988,2686.228315492738,2,2848.327609837647,2,,1,,1,,1,191.4713783517807,4,2706.096701371145,2,1991.9072039405235,3,16,1208.9149954639533,False
2989,2686.228315492738,2,2848.327609837647,2,,1,,1,,1,191.4713783517807,4,2706.096701371145,2,1991.9072039405235,3,16,1208.9149954639533,False
2990,2775.7449162574085,2,2722.1285031068687,2,,1,2927.642462885545,2,,1,317.6704850825586,4,2579.897594640367,2,1865.7080972097456,3,17,1149.236396672724,False
2991,2674.667759484736,2,2920.8700869587556,2,,1,,1,,1,264.0138554728894,4,2778.639178492254,2,2064.4496810616324,2,15,1136.3725183428446,False
2992,2674.667759484736,2,2920.8700869587556,2,,1,,1,,1,264.0138554728894,4,2778.639178492254,2,2064.4496810616324,2,15,1136.3725183428446,False
2993,2674.667759484736,2,2920.8700869587556,2,,1,,1,,1,264.0138554728894,4,2778.639178492254,2,2064.4496810616324,2,15,1136.3725183428446,False
2994,2674.667759484736,2,2920.8700869587556,2,,1,,1,,1,264.0138554728894,4,2778.639178492254,2,2064.4496810616324,2,15,1136.3725183428446,False
2995,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
2996,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
2997,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
2998,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
2999,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
3000,2837.3653032798534,2,2783.7488901293136,2,,1,2989.2628499079897,2,,1,379.29087210500336,4,2641.517981662812,2,1927.3284842321902,3,17,1087.6160096502792,False
3001,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
3002,2802.471564244229,2,2943.0986451161557,2,,1,,1,,1,590.5777268286445,4,2800.867736649654,2,2086.6782392190325,2,15,892.941760196809,False
3003,2802.471564244229,2,2943.0986451161557,2,,1,,1,,1,590.5777268286445,4,2800.867736649654,2,2086.6782392190325,2,15,892.941760196809,False
3004,2802.471564244229,2,2943.0986451161557,2,,1,,1,,1,590.5777268286445,4,2800.867736649654,2,2086.6782392190325,2,15,892.941760196809,False
3005,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
3006,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
3007,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
3008,2802.471564244229,2,2943.0986451161557,2,,1,,1,,1,590.5777268286445,4,2800.867736649654,2,2086.6782392190325,2,15,892.941760196809,False
3009,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
3010,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
3011,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
3012,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
3013,2573.0024523777433,2,,1,,1,,1,,1,452.4636502322371,4,2945.788871706928,2,2231.599374276307,2,14,947.9227235834969,False
3014,2529.610208551566,2,,1,,1,,1,,1,409.07140640605985,4,2923.6967294254246,2,2209.507231994803,2,14,991.3149674096742,False
3015,2529.610208551566,2,,1,,1,,1,,1,409.07140640605985,4,2923.6967294254246,2,2209.507231994803,2,14,991.3149674096742,False
3016,2529.610208551566,2,,1,,1,,1,,1,409.07140640605985,4,2923.6967294254246,2,2209.507231994803,2,14,991.3149674096742,False
3017,2529.610208551566,2,,1,,1,,1,,1,409.07140640605985,4,2923.6967294254246,2,2209.507231994803,2,14,991.3149674096742,False
3018,2433.492740532266,2,,1,,1,,1,,1,430.0283407230577,4,2971.2839708600327,2,2257.094473429411,2,14,1087.432435428974,False
3019,2433.492740532266,2,,1,,1,,1,,1,430.0283407230577,4,2971.2839708600327,2,2257.094473429411,2,14,1087.432435428974,False
3020,2433.492740532266,2,,1,,1,,1,,1,430.0283407230577,4,2971.2839708600327,2,2257.094473429411,2,14,1087.432435428974,False
3021,2433.492740532266,2,,1,,1,,1,,1,430.0283407230577,4,2971.2839708600327,2,2257.094473429411,2,14,1087.432435428974,False
3022,2433.492740532266,2,,1,,1,,1,,1,430.0283407230577,4,2971.2839708600327,2,2257.094473429411,2,14,1087.432435428974,False
3023,2433.492740532266,2,,1,,1,,1,,1,430.0283407230577,4,2971.2839708600327,2,2257.094473429411,2,14,1087.432435428974,False
3024,2357.9143864953894,2,,1,,1,,1,,1,354.449986686181,4,,1,2320.2211329378724,2,13,1152.4592993092629,False
3025,2357.9143864953894,2,,1,,1,,1,,1,354.449986686181,4,,1,2320.2211329378724,2,13,1152.4592993092629,False
3026,2361.321279034293,2,,1,,1,,1,,1,351.0430941472773,4,,1,2316.8142403989686,2,13,1155.8661918481664,False
3027,2361.321279034293,2,,1,,1,,1,,1,351.0430941472773,4,,1,2316.8142403989686,2,13,1155.8661918481664,False
3028,2361.321279034293,2,,1,,1,,1,,1,351.0430941472773,4,,1,2316.8142403989686,2,13,1155.8661918481664,False
3029,2166.498764231024,2,,1,2817.3259275517316,2,,1,,1,545.8656089505463,4,,1,2511.636755202238,2,14,1141.8066924408147,False
3030,2166.498764231024,2,,1,2817.3259275517316,2,,1,,1,545.8656089505463,4,,1,2511.636755202238,2,14,1141.8066924408147,False
3031,2166.498764231024,2,,1,2817.3259275517316,2,,1,,1,545.8656089505463,4,,1,2511.636755202238,2,14,1141.8066924408147,False
3032,2535.7868483248903,2,2998.7690770054946,2,,1,,1,,1,176.57752485668013,4,2856.538168538993,2,2142.3486711083715,2,15,1330.3317611387636,False
3033,2535.7868483248903,2,2998.7690770054946,2,,1,,1,,1,176.57752485668013,4,2856.538168538993,2,2142.3486711083715,2,15,1330.3317611387636,False
3034,2535.7868483248903,2,2998.7690770054946,2,,1,,1,,1,176.57752485668013,4,2856.538168538993,2,2142.3486711083715,2,15,1330.3317611387636,False
3035,2561.5226830969364,2,,1,,1,,1,,1,205.06092239075025,4,2956.2959073718607,2,2242.1064099412392,2,14,1430.089499971631,False
3036,2561.5226830969364,2,,1,,1,,1,,1,205.06092239075025,4,2956.2959073718607,2,2242.1064099412392,2,14,1430.089499971631,False
3037,2561.5226830969364,2,,1,,1,,1,,1,205.06092239075025,4,2956.2959073718607,2,2242.1064099412392,2,14,1430.089499971631,False
3038,2561.5226830969364,2,,1,,1,,1,,1,205.06092239075025,4,2956.2959073718607,2,2242.1064099412392,2,14,1430.089499971631,False
3039,2561.5226830969364,2,,1,,1,,1,,1,205.06092239075025,4,2956.2959073718607,2,2242.1064099412392,2,14,1430.089499971631,False
3040,2561.5226830969364,2,,1,,1,,1,,1,205.06092239075025,4,2956.2959073718607,2,2242.1064099412392,2,14,1430.089499971631,False
3041,2471.735464029429,2,,1,,1,,1,,1,294.8481414582577,4,,1,2331.8936290087468,2,13,1519.8767190391386,False
3042,2471.735464029429,2,,1,,1,,1,,1,294.8481414582577,4,,1,2331.8936290087468,2,13,1519.8767190391386,False
3043,2561.5226830969364,2,,1,,1,,1,,1,205.06092239075025,4,2956.2959073718607,2,2242.1064099412392,2,14,1430.089499971631,False
3044,2471.735464029429,2,,1,,1,,1,,1,294.8481414582577,4,,1,2331.8936290087468,2,13,1519.8767190391386,False
3045,2561.5226830969364,2,,1,,1,,1,,1,205.06092239075025,4,2956.2959073718607,2,2242.1064099412392,2,14,1430.089499971631,False
3046,2561.5226830969364,2,,1,,1,,1,,1,205.06092239075025,4,2956.2959073718607,2,2242.1064099412392,2,14,1430.089499971631,False
3047,2561.5226830969364,2,,1,,1,,1,,1,205.06092239075025,4,2956.2959073718607,2,2242.1064099412392,2,14,1430.089499971631,False
3048,2192.9167490793943,2,,1,2843.7439124001025,2,,1,,1,573.666856408292,4,,1,2610.7123439587813,2,14,1321.0792426278479,False
3049,2561.5226830969364,2,,1,,1,,1,,1,205.06092239075025,4,2956.2959073718607,2,2242.1064099412392,2,14,1430.089499971631,False
3050,2192.9167490793943,2,,1,2843.7439124001025,2,,1,,1,573.666856408292,4,,1,2610.7123439587813,2,14,1321.0792426278479,False
3051,2192.9167490793943,2,,1,2843.7439124001025,2,,1,,1,573.666856408292,4,,1,2610.7123439587813,2,14,1321.0792426278479,False
3052,2166.498764231024,2,,1,2817.3259275517316,2,,1,,1,545.8656089505463,4,,1,2511.636755202238,2,14,1141.8066924408147,False
3053,2166.498764231024,2,,1,2817.3259275517316,2,,1,,1,545.8656089505463,4,,1,2511.636755202238,2,14,1141.8066924408147,False
3054,2166.498764231024,2,,1,2817.3259275517316,2,,1,,1,545.8656089505463,4,,1,2511.636755202238,2,14,1141.8066924408147,False
3055,2192.9167490793943,2,,1,2843.7439124001025,2,,1,,1,573.666856408292,4,,1,2610.7123439587813,2,14,1321.0792426278479,False
3056,2192.9167490793943,2,,1,2843.7439124001025,2,,1,,1,573.666856408292,4,,1,2610.7123439587813,2,14,1321.0792426278479,False
3057,2192.9167490793943,2,,1,2843.7439124001025,2,,1,,1,573.666856408292,4,,1,2610.7123439587813,2,14,1321.0792426278479,False
3058,2102.365215030598,2,,1,2753.192378351306,2,,1,,1,634.5866250887832,4,,1,2600.3577713404748,2,14,1230.5277085790515,False
3059,2166.498764231024,2,,1,2817.3259275517316,2,,1,,1,545.8656089505463,4,,1,2511.636755202238,2,14,1141.8066924408147,False
3060,2166.498764231024,2,,1,2817.3259275517316,2,,1,,1,545.8656089505463,4,,1,2511.636755202238,2,14,1141.8066924408147,False
3061,2166.498764231024,2,,1,2817.3259275517316,2,,1,,1,545.8656089505463,4,,1,2511.636755202238,2,14,1141.8066924408147,False
3062,2166.498764231024,2,,1,2817.3259275517316,2,,1,,1,545.8656089505463,4,,1,2511.636755202238,2,14,1141.8066924408147,False
3063,2361.321279034293,2,,1,,1,,1,,1,351.0430941472773,4,,1,2316.8142403989686,2,13,1155.8661918481664,False
3064,2361.321279034293,2,,1,,1,,1,,1,351.0430941472773,4,,1,2316.8142403989686,2,13,1155.8661918481664,False
3065,2361.321279034293,2,,1,,1,,1,,1,351.0430941472773,4,,1,2316.8142403989686,2,13,1155.8661918481664,False
3066,2166.498764231024,2,,1,2817.3259275517316,2,,1,,1,545.8656089505463,4,,1,2511.636755202238,2,14,1141.8066924408147,False
3067,2166.498764231024,2,,1,2817.3259275517316,2,,1,,1,545.8656089505463,4,,1,2511.636755202238,2,14,1141.8066924408147,False
3068,2166.498764231024,2,,1,2817.3259275517316,2,,1,,1,545.8656089505463,4,,1,2511.636755202238,2,14,1141.8066924408147,False
3069,2281.6367962525087,2,,1,2932.4639595732165,2,,1,,1,430.7275769290616,4,,1,2396.498723180753,2,14,1076.1817090663822,False
3070,2281.6367962525087,2,,1,2932.4639595732165,2,,1,,1,430.7275769290616,4,,1,2396.498723180753,2,14,1076.1817090663822,False
3071,2281.6367962525087,2,,1,2932.4639595732165,2,,1,,1,430.7275769290616,4,,1,2396.498723180753,2,14,1076.1817090663822,False
3072,2281.6367962525087,2,,1,2932.4639595732165,2,,1,,1,430.7275769290616,4,,1,2396.498723180753,2,14,1076.1817090663822,False
3073,2281.6367962525087,2,,1,2932.4639595732165,2,,1,,1,430.7275769290616,4,,1,2396.498723180753,2,14,1076.1817090663822,False
3074,2281.6367962525087,2,,1,2932.4639595732165,2,,1,,1,430.7275769290616,4,,1,2396.498723180753,2,14,1076.1817090663822,False
3075,2308.791134163436,2,,1,2959.6182974841436,2,,1,,1,457.8819148399887,4,,1,2423.6530610916802,2,14,1049.027371155455,False
3076,2308.791134163436,2,,1,2959.6182974841436,2,,1,,1,457.8819148399887,4,,1,2423.6530610916802,2,14,1049.027371155455,False
3077,2308.791134163436,2,,1,2959.6182974841436,2,,1,,1,457.8819148399887,4,,1,2423.6530610916802,2,14,1049.027371155455,False
3078,2308.791134163436,2,,1,2959.6182974841436,2,,1,,1,457.8819148399887,4,,1,2423.6530610916802,2,14,1049.027371155455,False
3079,2433.492740532266,2,,1,,1,,1,,1,430.0283407230577,4,2971.2839708600327,2,2257.094473429411,2,14,1087.432435428974,False
3080,2433.492740532266,2,,1,,1,,1,,1,430.0283407230577,4,2971.2839708600327,2,2257.094473429411,2,14,1087.432435428974,False
3081,2433.492740532266,2,,1,,1,,1,,1,430.0283407230577,4,2971.2839708600327,2,2257.094473429411,2,14,1087.432435428974,False
3082,2600.93094494624,2,,1,,1,,1,,1,535.4047311138613,4,2862.847790825304,2,2148.658293394683,2,14,864.9816427018727,False
3083,2600.93094494624,2,,1,,1,,1,,1,535.4047311138613,4,2862.847790825304,2,2148.658293394683,2,14,864.9816427018727,False
3084,2155.3223726194287,2,,1,2806.1495359401365,2,,1,,1,631.5846799590341,4,,1,2597.355826210726,2,14,875.3246060364096,False
3085,2155.3223726194287,2,,1,2806.1495359401365,2,,1,,1,631.5846799590341,4,,1,2597.355826210726,2,14,875.3246060364096,False
3086,2155.3223726194287,2,,1,2806.1495359401365,2,,1,,1,631.5846799590341,4,,1,2597.355826210726,2,14,875.3246060364096,False
3087,2155.3223726194287,2,,1,2806.1495359401365,2,,1,,1,631.5846799590341,4,,1,2597.355826210726,2,14,875.3246060364096,False
3088,2155.3223726194287,2,,1,2806.1495359401365,2,,1,,1,631.5846799590341,4,,1,2597.355826210726,2,14,875.3246060364096,False
3089,2155.3223726194287,2,,1,2806.1495359401365,2,,1,,1,631.5846799590341,4,,1,2597.355826210726,2,14,875.3246060364096,False
3090,2155.3223726194287,2,,1,2806.1495359401365,2,,1,,1,631.5846799590341,4,,1,2597.355826210726,2,14,875.3246060364096,False
3091,2155.3223726194287,2,,1,2806.1495359401365,2,,1,,1,631.5846799590341,4,,1,2597.355826210726,2,14,875.3246060364096,False
3092,2155.3223726194287,2,,1,2806.1495359401365,2,,1,,1,631.5846799590341,4,,1,2597.355826210726,2,14,875.3246060364096,False
3093,1979.600426893322,3,,1,2630.42759021403,2,,1,,1,860.0688255402445,4,,1,2813.2434431963907,2,15,791.5750275136552,False
3094,1979.600426893322,3,,1,2630.42759021403,2,,1,,1,860.0688255402445,4,,1,2813.2434431963907,2,15,791.5750275136552,False
3095,1979.600426893322,3,,1,2630.42759021403,2,,1,,1,860.0688255402445,4,,1,2813.2434431963907,2,15,791.5750275136552,False
3096,2227.5186680360375,2,,1,2878.3458313567453,2,,1,,1,952.0716397728535,4,,1,2565.325202053675,2,14,545.5967456765718,False
3097,2142.094952923299,2,,1,2792.9221162440067,2,,1,,1,875.8888252061331,4,,1,2650.748917166414,2,14,631.0204607893106,False
3098,2142.094952923299,2,,1,2792.9221162440067,2,,1,,1,875.8888252061331,4,,1,2650.748917166414,2,14,631.0204607893106,False
3099,2142.094952923299,2,,1,2792.9221162440067,2,,1,,1,875.8888252061331,4,,1,2650.748917166414,2,14,631.0204607893106,False
3100,2142.094952923299,2,,1,2792.9221162440067,2,,1,,1,875.8888252061331,4,,1,2650.748917166414,2,14,631.0204607893106,False
3101,2305.7070960228493,2,,1,2956.5342593435566,2,,1,,1,830.6285800372517,4,,1,2443.8821423180734,2,14,569.7577937784823,False
3102,2234.6072036977066,2,,1,2885.434367018414,2,,1,,1,901.7284723623944,4,,1,2514.982034643216,2,14,498.65790145333966,True
3103,2305.7070960228493,2,,1,2956.5342593435566,2,,1,,1,830.6285800372517,4,,1,2443.8821423180734,2,14,569.7577937784823,False
3104,2305.7070960228493,2,,1,2956.5342593435566,2,,1,,1,830.6285800372517,4,,1,2443.8821423180734,2,14,569.7577937784823,False
3105,2305.7070960228493,2,,1,2956.5342593435566,2,,1,,1,830.6285800372517,4,,1,2443.8821423180734,2,14,569.7577937784823,False
3106,2305.7070960228493,2,,1,2956.5342593435566,2,,1,,1,830.6285800372517,4,,1,2443.8821423180734,2,14,569.7577937784823,False
3107,2117.1116241051645,2,,1,2767.9387874258723,2,,1,,1,722.557628328402,4,,1,2688.3287745800935,2,14,784.3516576670418,False
3108,2117.1116241051645,2,,1,2767.9387874258723,2,,1,,1,722.557628328402,4,,1,2688.3287745800935,2,14,784.3516576670418,False
3109,2117.1116241051645,2,,1,2767.9387874258723,2,,1,,1,722.557628328402,4,,1,2688.3287745800935,2,14,784.3516576670418,False
3110,2117.1116241051645,2,,1,2767.9387874258723,2,,1,,1,722.557628328402,4,,1,2688.3287745800935,2,14,784.3516576670418,False
3111,2117.1116241051645,2,,1,2767.9387874258723,2,,1,,1,722.557628328402,4,,1,2688.3287745800935,2,14,784.3516576670418,False
3112,2117.1116241051645,2,,1,2767.9387874258723,2,,1,,1,722.557628328402,4,,1,2688.3287745800935,2,14,784.3516576670418,False
3113,2117.1116241051645,2,,1,2767.9387874258723,2,,1,,1,722.557628328402,4,,1,2688.3287745800935,2,14,784.3516576670418,False
3114,2117.1116241051645,2,,1,2767.9387874258723,2,,1,,1,722.557628328402,4,,1,2688.3287745800935,2,14,784.3516576670418,False
3115,2117.1116241051645,2,,1,2767.9387874258723,2,,1,,1,722.557628328402,4,,1,2688.3287745800935,2,14,784.3516576670418,False
3116,2117.1116241051645,2,,1,2767.9387874258723,2,,1,,1,722.557628328402,4,,1,2688.3287745800935,2,14,784.3516576670418,False
3117,2117.1116241051645,2,,1,2767.9387874258723,2,,1,,1,722.557628328402,4,,1,2688.3287745800935,2,14,784.3516576670418,False
3118,1979.600426893322,3,,1,2630.42759021403,2,,1,,1,860.0688255402445,4,,1,2813.2434431963907,2,15,791.5750275136552,False
